Tile,Animal,Genotype,Layer,Stub,Section ID,Area_um_sq,Major Length um,Minor Length um,Feret diam um,Aspect Ratio,Perimeter um,Count,Total_mito_Area_um_sq
MCC276-A_stub6_Distal_Tile_003-004.tif,MCC276,MCC Cre -,Distal,Stub 6,MCC276_Stub 6,0.26,0.9,0.36,0.91,2.66,2.52,16,4.18
MCC276-A_stub6_Distal_Tile_004-006.tif,MCC276,MCC Cre -,Distal,Stub 6,MCC276_Stub 6,0.24,1.0,0.3,0.97,3.28,2.61,23,5.46
MCC276-A_stub6_Distal_Tile_004-014.tif,MCC276,MCC Cre -,Distal,Stub 6,MCC276_Stub 6,0.15,0.57,0.34,0.57,1.73,1.72,10,1.54
MCC276-A_stub6_Distal_Tile_005-008.tif,MCC276,MCC Cre -,Distal,Stub 6,MCC276_Stub 6,0.19,0.7,0.35,0.71,2.04,2.1,19,3.66
MCC276-A_stub6_Distal_Tile_006-002.tif,MCC276,MCC Cre -,Distal,Stub 6,MCC276_Stub 6,0.28,1.01,0.34,0.98,2.88,2.64,21,5.94
MCC276-A_stub6_Distal_Tile_006-010.tif,MCC276,MCC Cre -,Distal,Stub 6,MCC276_Stub 6,0.22,0.81,0.32,0.8,2.48,2.24,19,4.11
MCC276-A_stub6_Distal_Tile_007-004.tif,MCC276,MCC Cre -,Distal,Stub 6,MCC276_Stub 6,0.24,0.89,0.32,0.88,2.7,2.36,19,4.6
MCC276-A_stub6_Distal_Tile_007-012.tif,MCC276,MCC Cre -,Distal,Stub 6,MCC276_Stub 6,0.16,0.55,0.34,0.56,1.62,1.7,20,3.15
MCC276-A_stub6_Distal_Tile_008-006.tif,MCC276,MCC Cre -,Distal,Stub 6,MCC276_Stub 6,0.2,0.77,0.34,0.77,2.34,2.24,30,6.04
MCC276-A_stub6_Distal_Tile_008-014.tif,MCC276,MCC Cre -,Distal,Stub 6,MCC276_Stub 6,0.13,0.55,0.3,0.54,1.9,1.64,15,1.89
MCC276-A_stub6_Distal_Tile_009-008.tif,MCC276,MCC Cre -,Distal,Stub 6,MCC276_Stub 6,0.31,1.2,0.33,1.12,3.49,3.01,24,7.37
MCC276-A_stub6_Distal_Tile_010-002.tif,MCC276,MCC Cre -,Distal,Stub 6,MCC276_Stub 6,0.22,0.72,0.39,0.72,1.92,2.15,12,2.59
MCC276-A_stub6_Distal_Tile_010-010.tif,MCC276,MCC Cre -,Distal,Stub 6,MCC276_Stub 6,0.13,0.47,0.34,0.48,1.42,1.53,23,3.02
MCC276-A_stub6_Distal_Tile_011-004.tif,MCC276,MCC Cre -,Distal,Stub 6,MCC276_Stub 6,0.31,1.17,0.35,1.16,3.41,3.04,17,5.31
MCC276-A_stub6_Distal_Tile_011-012.tif,MCC276,MCC Cre -,Distal,Stub 6,MCC276_Stub 6,0.16,0.74,0.29,0.71,2.56,2.04,39,6.3
MCC276-A_stub6_Distal_Tile_012-006.tif,MCC276,MCC Cre -,Distal,Stub 6,MCC276_Stub 6,0.24,0.85,0.36,0.84,2.43,2.35,20,4.88
MCC276-A_stub6_Distal_Tile_013-008.tif,MCC276,MCC Cre -,Distal,Stub 6,MCC276_Stub 6,0.12,0.51,0.29,0.51,1.85,1.53,31,3.72
MCC276-A_stub6_Distal_Tile_014-002.tif,MCC276,MCC Cre -,Distal,Stub 6,MCC276_Stub 6,0.2,0.68,0.33,0.69,1.92,2.0,16,3.25
MCC276-A_stub6_Distal_Tile_015-004.tif,MCC276,MCC Cre -,Distal,Stub 6,MCC276_Stub 6,0.24,0.89,0.35,0.88,2.54,2.49,25,6.07
MCC276-A_stub6_Distal_Tile_016-014.tif,MCC276,MCC Cre -,Distal,Stub 6,MCC276_Stub 6,0.13,0.57,0.3,0.57,1.94,1.67,36,4.73
MCC276-A_stub6_Distal_Tile_018-002.tif,MCC276,MCC Cre -,Distal,Stub 6,MCC276_Stub 6,0.19,0.67,0.34,0.67,1.96,1.96,29,5.37
MCC276-A_stub6_Distal_Tile_018-010.tif,MCC276,MCC Cre -,Distal,Stub 6,MCC276_Stub 6,0.09,0.43,0.27,0.43,1.65,1.32,51,4.52
MCC276-A_stub6_Distal_Tile_019-004.tif,MCC276,MCC Cre -,Distal,Stub 6,MCC276_Stub 6,0.18,0.64,0.35,0.65,1.83,1.93,14,2.53
MCC276-A_stub6_Distal_Tile_020-006.tif,MCC276,MCC Cre -,Distal,Stub 6,MCC276_Stub 6,0.12,0.5,0.3,0.5,1.67,1.54,22,2.7
MCC276-A_stub6_Distal_Tile_020-014.tif,MCC276,MCC Cre -,Distal,Stub 6,MCC276_Stub 6,0.12,0.51,0.29,0.51,1.73,1.54,27,3.19
MCC276-A_stub6_Proximal_Tile_001-008.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.2,0.77,0.34,0.78,2.32,2.18,13,2.62
MCC276-A_stub6_Proximal_Tile_002-002.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.18,0.62,0.37,0.62,1.76,1.92,10,1.8
MCC276-A_stub6_Proximal_Tile_002-010.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.12,0.61,0.28,0.6,2.46,1.71,10,1.17
MCC276-A_stub6_Proximal_Tile_003-012.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.26,1.14,0.28,1.11,3.94,2.96,15,3.94
MCC276-A_stub6_Proximal_Tile_004-006.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.13,0.66,0.26,0.64,2.5,1.76,5,0.67
MCC276-A_stub6_Proximal_Tile_004-014.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.18,0.74,0.32,0.74,2.85,2.08,10,1.84
MCC276-A_stub6_Proximal_Tile_005-008.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.25,1.0,0.31,0.95,3.12,2.57,9,2.24
MCC276-A_stub6_Proximal_Tile_006-002.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.23,0.7,0.39,0.7,1.85,2.08,8,1.8
MCC276-A_stub6_Proximal_Tile_006-010.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.13,0.56,0.28,0.56,2.06,1.65,17,2.16
MCC276-A_stub6_Proximal_Tile_007-004.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.3,0.87,0.37,0.87,2.31,2.46,9,2.66
MCC276-A_stub6_Proximal_Tile_007-012.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.15,0.61,0.31,0.61,1.93,1.79,10,1.54
MCC276-A_stub6_Proximal_Tile_008-006.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.17,0.68,0.32,0.67,2.11,1.97,6,1.01
MCC276-A_stub6_Proximal_Tile_008-014.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.19,0.78,0.31,0.77,2.49,2.15,20,3.86
MCC276-A_stub6_Proximal_Tile_011-004.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.2,0.63,0.38,0.64,1.65,1.94,5,0.99
MCC276-A_stub6_Proximal_Tile_011-012.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.12,0.54,0.27,0.54,1.98,1.56,14,1.66
MCC276-A_stub6_Proximal_Tile_012-006.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.19,0.67,0.36,0.66,1.9,2.0,8,1.56
MCC276-A_stub6_Proximal_Tile_013-008.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.16,0.58,0.33,0.59,1.92,1.74,10,1.62
MCC276-A_stub6_Proximal_Tile_014-002.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.22,0.61,0.41,0.62,1.48,1.96,7,1.55
MCC276-A_stub6_Proximal_Tile_014-010.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.17,0.77,0.27,0.76,2.9,2.07,10,1.7
MCC276-A_stub6_Proximal_Tile_015-004.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.28,0.83,0.41,0.85,2.1,2.45,8,2.25
MCC276-A_stub6_Proximal_Tile_015-012.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.24,0.93,0.33,0.91,2.78,2.47,6,1.43
MCC276-A_stub6_Proximal_Tile_016-006.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.2,0.64,0.39,0.65,1.67,1.97,10,2.01
MCC276-A_stub6_Proximal_Tile_016-014.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.13,0.5,0.31,0.51,1.61,1.55,17,2.16
MCC276-A_stub6_Proximal_Tile_017-008.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.23,0.85,0.33,0.84,2.63,2.28,11,2.5
MCC276-A_stub6_Proximal_Tile_018-002.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.12,0.57,0.28,0.57,2.06,1.63,12,1.49
MCC276-A_stub6_Proximal_Tile_018-010.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.22,0.79,0.29,0.79,2.43,2.23,9,1.95
MCC276-A_stub6_Proximal_Tile_019-004.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.22,0.83,0.34,0.82,2.84,2.32,8,1.73
MCC276-A_stub6_Proximal_Tile_019-012.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.21,0.83,0.31,0.79,2.79,2.19,9,1.85
MCC276-A_stub6_Proximal_Tile_020-006.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.17,0.57,0.38,0.58,1.57,1.82,11,1.86
MCC276-A_stub6_Proximal_Tile_020-014.tif,MCC276,MCC Cre -,Proximal,Stub 6,MCC276_Stub 6,0.15,0.71,0.26,0.7,2.59,1.92,7,1.05
MCC276-A_stub8_dot_dot_Basal_Tile_001-008.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.18,0.63,0.36,0.63,2.04,1.88,5,0.9
MCC276-A_stub8_dot_dot_Basal_Tile_002-002.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.26,0.61,0.48,0.63,1.35,2.08,13,3.35
MCC276-A_stub8_dot_dot_Basal_Tile_002-010.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.16,0.61,0.33,0.61,1.97,1.82,9,1.4
MCC276-A_stub8_dot_dot_Basal_Tile_003-012.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.18,0.73,0.32,0.71,2.29,2.01,5,0.91
MCC276-A_stub8_dot_dot_Basal_Tile_004-014.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.34,0.78,0.53,0.78,1.63,2.81,4,1.34
MCC276-A_stub8_dot_dot_Basal_Tile_005-008.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.27,0.73,0.46,0.75,1.74,2.31,11,3.02
MCC276-A_stub8_dot_dot_Basal_Tile_006-002.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.21,0.6,0.38,0.61,1.58,1.88,11,2.31
MCC276-A_stub8_dot_dot_Basal_Tile_006-010.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.25,0.62,0.44,0.64,1.49,2.02,12,2.94
MCC276-A_stub8_dot_dot_Basal_Tile_007-004.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.18,0.61,0.32,0.63,2.24,1.83,11,1.99
MCC276-A_stub8_dot_dot_Basal_Tile_007-012.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.18,0.62,0.36,0.62,1.8,1.89,11,1.93
MCC276-A_stub8_dot_dot_Basal_Tile_008-006.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.32,0.77,0.49,0.78,1.64,2.44,13,4.16
MCC276-A_stub8_dot_dot_Basal_Tile_008-014.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.2,0.63,0.39,0.64,1.67,1.93,8,1.58
MCC276-A_stub8_dot_dot_Basal_Tile_009-008.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.21,0.62,0.35,0.62,1.85,2.02,9,1.86
MCC276-A_stub8_dot_dot_Basal_Tile_010-002.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.19,0.57,0.41,0.58,1.58,1.86,8,1.52
MCC276-A_stub8_dot_dot_Basal_Tile_010-010.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.24,0.58,0.48,0.59,1.24,1.99,4,0.95
MCC276-A_stub8_dot_dot_Basal_Tile_011-004.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.25,0.74,0.42,0.74,1.79,2.23,6,1.5
MCC276-A_stub8_dot_dot_Basal_Tile_011-012.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.27,0.76,0.45,0.76,1.91,2.36,7,1.91
MCC276-A_stub8_dot_dot_Basal_Tile_012-006.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.18,0.57,0.41,0.58,1.48,1.86,3,0.55
MCC276-A_stub8_dot_dot_Basal_Tile_012-014.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.16,0.53,0.33,0.53,1.67,1.63,9,1.41
MCC276-A_stub8_dot_dot_Basal_Tile_013-008.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.17,0.58,0.37,0.58,1.63,1.81,9,1.5
MCC276-A_stub8_dot_dot_Basal_Tile_014-002.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.12,0.46,0.33,0.48,1.36,1.48,5,0.6
MCC276-A_stub8_dot_dot_Basal_Tile_014-010.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.33,1.11,0.41,1.07,2.85,2.95,5,1.67
MCC276-A_stub8_dot_dot_Basal_Tile_015-012.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.23,0.68,0.38,0.68,1.77,2.04,15,3.47
MCC276-A_stub8_dot_dot_Basal_Tile_016-006.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.19,0.58,0.4,0.6,1.82,1.91,5,0.96
MCC276-A_stub8_dot_dot_Basal_Tile_016-014.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.26,0.78,0.44,0.77,1.74,2.44,7,1.82
MCC276-A_stub8_dot_dot_Basal_Tile_017-008.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.18,0.65,0.32,0.64,2.07,1.94,9,1.58
MCC276-A_stub8_dot_dot_Basal_Tile_019-012.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.17,0.63,0.34,0.63,1.81,1.88,11,1.9
MCC276-A_stub8_dot_dot_Basal_Tile_020-014.tif,MCC276,MCC Cre -,Basal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.26,0.74,0.42,0.75,1.76,2.24,11,2.83
MCC276-A_stub8_dot_dot_Distal_Tile_001-008.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.2,0.76,0.34,0.76,2.45,2.15,24,4.8
MCC276-A_stub8_dot_dot_Distal_Tile_002-010.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.33,0.99,0.36,1.01,2.61,2.7,15,4.89
MCC276-A_stub8_dot_dot_Distal_Tile_003-004.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.21,0.77,0.32,0.78,2.32,2.19,20,4.22
MCC276-A_stub8_dot_dot_Distal_Tile_003-012.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.39,1.26,0.45,1.23,2.87,3.68,18,7.04
MCC276-A_stub8_dot_dot_Distal_Tile_004-006.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.22,0.72,0.33,0.72,2.08,2.07,22,4.76
MCC276-A_stub8_dot_dot_Distal_Tile_004-014.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.23,0.83,0.31,0.82,2.46,2.31,19,4.29
MCC276-A_stub8_dot_dot_Distal_Tile_005-008.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.19,0.75,0.31,0.75,2.39,2.09,15,2.79
MCC276-A_stub8_dot_dot_Distal_Tile_006-002.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.24,0.9,0.34,0.9,2.69,2.51,21,5.05
MCC276-A_stub8_dot_dot_Distal_Tile_006-010.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.2,0.82,0.31,0.81,2.68,2.28,26,5.32
MCC276-A_stub8_dot_dot_Distal_Tile_007-004.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.2,0.71,0.36,0.72,2.03,2.07,18,3.65
MCC276-A_stub8_dot_dot_Distal_Tile_007-012.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.3,1.0,0.37,0.97,3.03,2.66,20,5.99
MCC276-A_stub8_dot_dot_Distal_Tile_008-006.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.26,0.94,0.35,0.93,2.65,2.5,22,5.82
MCC276-A_stub8_dot_dot_Distal_Tile_008-014.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.25,0.88,0.38,0.86,2.46,2.45,22,5.46
MCC276-A_stub8_dot_dot_Distal_Tile_009-008.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.28,1.04,0.33,1.0,2.94,2.65,26,7.4
MCC276-A_stub8_dot_dot_Distal_Tile_010-002.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.23,0.73,0.38,0.73,1.94,2.15,18,4.08
MCC276-A_stub8_dot_dot_Distal_Tile_010-010.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.25,0.86,0.37,0.86,2.37,2.48,27,6.84
MCC276-A_stub8_dot_dot_Distal_Tile_011-004.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.26,0.79,0.37,0.8,2.08,2.26,18,4.67
MCC276-A_stub8_dot_dot_Distal_Tile_011-012.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.25,0.82,0.38,0.84,2.22,2.43,16,3.99
MCC276-A_stub8_dot_dot_Distal_Tile_012-006.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.27,0.94,0.37,0.93,2.53,2.6,19,5.21
MCC276-A_stub8_dot_dot_Distal_Tile_012-014.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.32,0.97,0.39,0.95,2.41,2.68,17,5.39
MCC276-A_stub8_dot_dot_Distal_Tile_013-008.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.2,0.74,0.33,0.74,2.29,2.11,20,3.92
MCC276-A_stub8_dot_dot_Distal_Tile_014-002.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.22,0.7,0.4,0.71,1.82,2.09,16,3.58
MCC276-A_stub8_dot_dot_Distal_Tile_014-010.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.2,0.77,0.33,0.78,2.36,2.17,19,3.71
MCC276-A_stub8_dot_dot_Distal_Tile_015-004.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.31,1.08,0.38,1.04,2.91,2.83,22,6.78
MCC276-A_stub8_dot_dot_Distal_Tile_016-006.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.21,0.74,0.35,0.74,2.06,2.16,26,5.43
MCC276-A_stub8_dot_dot_Distal_Tile_016-014.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.31,0.9,0.44,0.92,2.12,2.62,15,4.68
MCC276-A_stub8_dot_dot_Distal_Tile_018-002.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.14,0.53,0.33,0.53,1.61,1.65,45,6.34
MCC276-A_stub8_dot_dot_Distal_Tile_018-010.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.19,0.75,0.31,0.75,2.61,2.08,16,3.03
MCC276-A_stub8_dot_dot_Distal_Tile_019-004.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.25,0.87,0.35,0.85,2.42,2.4,27,6.83
MCC276-A_stub8_dot_dot_Distal_Tile_019-012.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.43,1.25,0.45,1.19,2.8,3.44,12,5.12
MCC276-A_stub8_dot_dot_Distal_Tile_020-006.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.22,0.77,0.37,0.78,2.21,2.23,20,4.36
MCC276-A_stub8_dot_dot_Distal_Tile_020-014.tif,MCC276,MCC Cre -,Distal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.23,0.84,0.34,0.84,2.45,2.36,14,3.23
MCC276-A_stub8_dot_dot_Proximal_Tile_001-008.tif,MCC276,MCC Cre -,Proximal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.19,0.64,0.35,0.65,1.87,1.89,10,1.94
MCC276-A_stub8_dot_dot_Proximal_Tile_002-002.tif,MCC276,MCC Cre -,Proximal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.2,0.7,0.34,0.7,2.09,2.03,14,2.81
MCC276-A_stub8_dot_dot_Proximal_Tile_003-004.tif,MCC276,MCC Cre -,Proximal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.26,0.73,0.45,0.74,1.71,2.29,8,2.08
MCC276-A_stub8_dot_dot_Proximal_Tile_003-012.tif,MCC276,MCC Cre -,Proximal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.12,0.51,0.28,0.52,1.79,1.54,7,0.85
MCC276-A_stub8_dot_dot_Proximal_Tile_004-006.tif,MCC276,MCC Cre -,Proximal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.2,0.96,0.29,0.91,3.25,2.54,7,1.43
MCC276-A_stub8_dot_dot_Proximal_Tile_004-014.tif,MCC276,MCC Cre -,Proximal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.46,1.23,0.56,1.23,2.57,3.53,4,1.83
MCC276-A_stub8_dot_dot_Proximal_Tile_005-008.tif,MCC276,MCC Cre -,Proximal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.23,0.86,0.3,0.85,2.74,2.35,10,2.25
MCC276-A_stub8_dot_dot_Proximal_Tile_006-002.tif,MCC276,MCC Cre -,Proximal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.22,0.76,0.37,0.75,2.23,2.25,15,3.32
MCC276-A_stub8_dot_dot_Proximal_Tile_006-010.tif,MCC276,MCC Cre -,Proximal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.13,0.51,0.32,0.51,1.63,1.59,10,1.34
MCC276-A_stub8_dot_dot_Proximal_Tile_007-004.tif,MCC276,MCC Cre -,Proximal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.29,0.89,0.39,0.9,2.36,2.54,7,2.04
MCC276-A_stub8_dot_dot_Proximal_Tile_007-012.tif,MCC276,MCC Cre -,Proximal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.2,0.67,0.35,0.68,1.86,1.99,8,1.6
MCC276-A_stub8_dot_dot_Proximal_Tile_008-014.tif,MCC276,MCC Cre -,Proximal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.22,0.73,0.39,0.75,1.97,2.19,8,1.77
MCC276-A_stub8_dot_dot_Proximal_Tile_009-008.tif,MCC276,MCC Cre -,Proximal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.17,0.67,0.33,0.69,2.13,1.94,8,1.4
MCC276-A_stub8_dot_dot_Proximal_Tile_010-002.tif,MCC276,MCC Cre -,Proximal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.15,0.61,0.3,0.61,2.05,1.76,10,1.49
MCC276-A_stub8_dot_dot_Proximal_Tile_010-010.tif,MCC276,MCC Cre -,Proximal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.16,0.69,0.32,0.7,2.32,1.99,11,1.74
MCC276-A_stub8_dot_dot_Proximal_Tile_011-004.tif,MCC276,MCC Cre -,Proximal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.15,0.66,0.29,0.65,2.43,1.85,6,0.89
MCC276-A_stub8_dot_dot_Proximal_Tile_011-012.tif,MCC276,MCC Cre -,Proximal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.19,0.68,0.34,0.67,2.28,1.97,10,1.9
MCC276-A_stub8_dot_dot_Proximal_Tile_012-006.tif,MCC276,MCC Cre -,Proximal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.17,0.67,0.32,0.67,2.32,1.9,12,2.04
MCC276-A_stub8_dot_dot_Proximal_Tile_012-014.tif,MCC276,MCC Cre -,Proximal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.27,0.65,0.52,0.67,1.29,2.23,4,1.09
MCC276-A_stub8_dot_dot_Proximal_Tile_013-008.tif,MCC276,MCC Cre -,Proximal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.09,0.43,0.25,0.45,1.74,1.32,5,0.46
MCC276-A_stub8_dot_dot_Proximal_Tile_014-002.tif,MCC276,MCC Cre -,Proximal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.14,0.61,0.3,0.61,2.07,1.76,9,1.28
MCC276-A_stub8_dot_dot_Proximal_Tile_014-010.tif,MCC276,MCC Cre -,Proximal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.17,0.62,0.35,0.63,1.88,1.88,8,1.39
MCC276-A_stub8_dot_dot_Proximal_Tile_015-004.tif,MCC276,MCC Cre -,Proximal,Stub 8 dot dot,MCC276_Stub 8 dot dot,0.18,0.68,0.34,0.67,1.99,1.99,9,1.59
